0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,1042,1251,960,954,1105,1031,1117,1179,1102,1202,1381,1643,1806,1115,1617,1/ 2002-2006: the  expenditure figures are those provided by the country to UNWTO.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,161,197,145,149,158,157,173,181,152,149,168,194,194,64,101,1/ 2002-2006: the  expenditure figures are those provided by the country to UNWTO.
SERBIA AND MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SEYCHELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,31,29,30,31,32,36,41,53,50,48,52,55,58,54,49,59,48,45,47,50,56,68,74,72,76,19,27,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,34,31,31,29,28,44,41,53,54,53,59,56,73,64,56,63,65,58,62,65,54,92,107,101,109,39,58,
,,Travel,Travel,,US$ Millions,,IMF,28,28,28,26,21,24,23,33,36,34,39,36,43,39,35,38,40,35,37,37,30,53,65,68,67,26,32,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,6,3,3,3,7,20,18,20,18,19,20,20,30,25,21,25,25,23,25,28,24,39,42,33,42,13,26,
SIERRA LEONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,6,7,13,13,20,27,13,28,63,67,71,73,72,76,99,104,111,93,61,92,110,112,122,38,25,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,51,37,18,13,44,35,42,39,38,30,34,15,17,24,26,22,26,32,71,45,34,37,62,61,83,12,..,
,,Travel,Travel,,US$ Millions,,IMF,50,36,18,13,44,32,42,39,37,30,32,12,14,24,13,13,14,15,20,40,29,30,54,54,77,12,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,0.5,0.5,0.1,0.2,0.2,2.5,0.2,0.1,0.8,0.3,1.6,3.0,3.0,0.4,13,9,12,17,51,5,5,7,8,7,6,0.1,..,
SINGAPORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,2867,3305,3671,3745,3971,4444,4363,4399,4221,5165,5159,5533,6024,6828,6961,7342,7753,8048,8647,8903,9125,9474,9889,10378,10711,1543,833,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,IMF,4663,5015,4358,3222,4217,4535,6600,8212,8382,9291,10070,11268,13503,16340,15704,18700,21420,23139,24407,25547,23657,23970,25018,26538,27321,7251,4027,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SINT EUSTATIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SINT MAARTEN (DUTCH PART),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 1995-2006:  Source: Central Bank of the Netherlands Antilles - Including the estimates  for Saba and Saint Eustatius.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-2006:  Source: Central Bank of the Netherlands Antilles - Including the estimates  for Saba and Saint Eustatius.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-2006:  Source: Central Bank of the Netherlands Antilles - Including the estimates  for Saba and Saint Eustatius.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-2006:  Source: Central Bank of the Netherlands Antilles - Including the estimates  for Saba and Saint Eustatius.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,83,88,104,105,112,120,114,117,118,114,100,77,77,21,56,1/ 1995-2006:  Source: Central Bank of the Netherlands Antilles - Including the estimates  for Saba and Saint Eustatius.
,,Travel,Travel,,US$ Millions,1/,IMF,59,62,65,99,171,127,137,140,144,80,94,86,83,88,81,83,88,92,89,88,92,98,88,69,67,19,52,1/ 1995-2006:  Source: Central Bank of the Netherlands Antilles - Including the estimates  for Saba and Saint Eustatius.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.1,23,22,24,28,25,29,26,16,12,8,10,2,4,1/ 1995-2006:  Source: Central Bank of the Netherlands Antilles - Including the estimates  for Saba and Saint Eustatius.
SLOVAKIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,2987,3149,3603,3683,3230,2692,3285,2689,2129,2406,2777,3095,3870,4662,5214,1044,1562,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,338,517,484,527,387,341,340,506,662,900,1122,1230,1825,2671,2251,2146,2450,2309,2523,2582,2266,2420,2599,2823,2797,1494,1549,
,,Travel,Travel,,US$ Millions,,IMF,321,482,439,475,339,296,289,442,573,745,844,1060,1533,2240,2100,1944,2187,2140,2367,2428,2126,2240,2411,2622,2587,1425,1483,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,17,35,45,52,48,45,51,64,89,155,278,170,292,431,151,202,263,169,156,154,140,180,188,201,210,69,66,
SLOVENIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since 2016: the  expenditure figures used were the ones provided by the country to UNWTO, as  this data series is more complete than that provided by the International  Monetary Fund (IMF)."
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,6736,6814,5569,5490,5575,5340,5073,4465,4440,4672,4909,5408,5410,5409,6049,1892,3032,"1/ Since 2016: the  expenditure figures used were the ones provided by the country to UNWTO, as  this data series is more complete than that provided by the International  Monetary Fund (IMF)."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,1965,2055,2127,2114,2800,2660,2680,2496,2459,2586,2874,2722,2474,2612,2642,2867,2853,3013,3188,3170,1138,2125,"1/ Since 2016: the  expenditure figures used were the ones provided by the country to UNWTO, as  this data series is more complete than that provided by the International  Monetary Fund (IMF)."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,4076,4134,3073,3031,2989,2466,2351,1991,1828,2030,2042,2555,2397,2221,2879,754,907,"1/ Since 2016: the  expenditure figures used were the ones provided by the country to UNWTO, as  this data series is more complete than that provided by the International  Monetary Fund (IMF)."
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,1/,IMF,606,638,554,601,579,544,560,647,805,937,1019,1059,1260,1611,1771,1642,1727,1508,1559,1646,1370,1484,1641,1864,1772,858,1241,"1/ Since 2016: the  expenditure figures used were the ones provided by the country to UNWTO, as  this data series is more complete than that provided by the International  Monetary Fund (IMF)."
,,Travel,Travel,,US$ Millions,,IMF,575,604,518,561,542,511,528,608,753,868,950,975,1144,1358,1593,1479,1555,1359,1417,1488,1231,1305,1506,1743,1678,820,1202,"1/ Since 2016: the  expenditure figures used were the ones provided by the country to UNWTO, as  this data series is more complete than that provided by the International  Monetary Fund (IMF)."
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,31,34,36,40,37,33,32,39,52,69,69,84,116,253,178,163,172,149,142,158,139,178,135,121,94,38,39,"1/ Since 2016: the  expenditure figures used were the ones provided by the country to UNWTO, as  this data series is more complete than that provided by the International  Monetary Fund (IMF)."
SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,17,19,15,10,11,12,11,9,6,12,11,27,36,41,38,51,66,68,68,66,61,75,73,53,63,31,26,
,,Travel,Travel,,US$ Millions,,IMF,14,15,9,6,7,10,7,6,4,9,5,22,29,34,32,47,65,68,68,64,60,75,73,53,62,31,26,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,4,3,6,4,4,3,4,3,2,3,7,4,7,7,6,4,1.1,0.2,0.6,1.2,0.3,0.2,0.1,0.1,0.1,0.0,..,
SOMALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SOUTH AFRICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,2414,2322,2558,2500,2717,2684,2366,2251,3655,4237,4812,5230,6104,6905,6421,8139,8339,7049,6346,6126,5519,5154,5781,6017,5551,1466,1669,
,,Travel,Travel,,US$ Millions,,IMF,1849,1755,1961,1908,2028,2085,1878,1811,2889,3157,3374,3384,3927,4404,4152,5595,5283,4069,3429,3169,2998,2858,3258,3402,3141,928,991,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,565,567,597,592,689,599,488,440,766,1080,1438,1846,2177,2501,2269,2544,3056,2980,2917,2957,2521,2296,2523,2615,2410,538,678,
SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239,759,323,293,513,..,469,..,
,,Travel,Travel,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,27,10,7,8,..,1,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,201,732,313,286,505,449,468,83,
SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,12709,13042,13754,14254,15944,14916,13434,13952,17625,18277,20274,22287,22816,6236,8538,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,3648,4224,3980,4794,3519,4100,4139,3871,4094,5121,10464,10678,11276,11229,12017,12379,13347,12422,11246,11783,14407,15405,17031,19032,19845,4940,7013,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,1433,1813,1737,1875,2597,2494,2188,2169,3218,2872,3243,3255,2971,1296,1525,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,5826,6332,6163,7119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,IMF,4539,5057,4681,5288,5908,5969,6584,7372,9172,12295,15169,16830,19866,20543,17146,16926,17387,15395,16433,17976,17429,18803,22346,26329,27726,8619,12225,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,1287,1275,1482,1831,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,504,494,531,518,497,524,505,533,561,680,727,757,862,966,963,1122,1239,1269,1262,1311,1356,1448,1439,1476,1441,305,309,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,279,267,280,326,341,383,402,438,462,499,552,666,709,777,735,828,926,1219,1808,1922,2152,2295,2409,2487,2436,803,328,
,,Travel,Travel,,US$ Millions,,IMF,186,176,180,202,218,240,250,263,279,296,314,373,393,428,411,453,501,710,1188,1263,1420,1542,1599,1660,1638,449,239,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,93,91,100,124,123,143,152,175,183,203,238,293,316,349,324,375,425,509,620,659,732,753,810,827,798,354,89,
STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ West Bank and  Gaza.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ West Bank and  Gaza.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ West Bank and  Gaza.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ West Bank and  Gaza.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,1/,IMF,..,..,..,295,301,290,361,373,312,336,223,211,395,477,479,521,603,647,630,514,606,620,813,826,1448,1146,698,1/ West Bank and  Gaza.
,,Travel,Travel,,US$ Millions,1/,IMF,162,191,218,279,290,283,348,366,303,328,214,208,384,467,471,515,595,643,625,507,596,606,792,806,1435,1141,698,1/ West Bank and  Gaza.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,1/,IMF,..,..,..,16,11,7,13,7,9,8,9,3,11,10,8,6,8,4,5,7,10,14,21,20,13,5,..,1/ West Bank and  Gaza.
SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,IMF,43,28,33,29,35,55,74,91,119,176,667,1414,1477,1268,868,1127,937,699,460,439,195,203,29,13,11,6,31,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,27,38,41,49,47,67,62,54,68,85,94,33,28,35,35,41,49,58,75,90,128,112,99,104,94,64,75,
,,Travel,Travel,,US$ Millions,,IMF,3,8,11,11,13,23,23,10,6,14,17,18,22,30,32,39,42,51,70,87,116,111,93,94,87,60,73,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,24,30,30,38,34,44,39,44,62,71,77,15,6,5,3,2,7,7,5,3,12,1,6,10,7,4,2,
SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Due to a change  of supplier, domestic and outbound tourism statistics are not available for  2014-2016. From 2017: Swedish Travel Survey."
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22121,19939,19061,6081,7615,"1/ Due to a change  of supplier, domestic and outbound tourism statistics are not available for  2014-2016. From 2017: Swedish Travel Survey."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,10127,10390,10818,11422,10500,10147,10741,12888,12649,13950,15677,12559,12692,13291,11699,13042,14651,15548,15917,..,..,..,20361,18855,18000,4225,5767,"1/ Due to a change  of supplier, domestic and outbound tourism statistics are not available for  2014-2016. From 2017: Swedish Travel Survey."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1760,1084,1061,1856,1848,"1/ Due to a change  of supplier, domestic and outbound tourism statistics are not available for  2014-2016. From 2017: Swedish Travel Survey."
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,6816,7642,6850,8591,8927,8959,7916,8221,9375,11088,11088,11159,13646,14622,12075,13973,..,..,..,..,..,..,..,..,..,..,..,"1/ Due to a change  of supplier, domestic and outbound tourism statistics are not available for  2014-2016. From 2017: Swedish Travel Survey."
,,Travel,Travel,,US$ Millions,,IMF,5448,6253,6518,7719,8022,8048,6921,7301,8296,10165,10014,9852,11822,12805,10552,12126,13998,13954,14152,14505,13123,13507,15063,15704,14349,6141,8357,"1/ Due to a change  of supplier, domestic and outbound tourism statistics are not available for  2014-2016. From 2017: Swedish Travel Survey."
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,1368,1389,332,872,905,911,995,920,1079,923,1074,1307,1824,1817,1523,1847,..,..,..,..,..,..,..,..,..,..,..,"1/ Due to a change  of supplier, domestic and outbound tourism statistics are not available for  2014-2016. From 2017: Swedish Travel Survey."
SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,17548,..,..,..,..,17407,16522,15902,18949,20293,20303,19833,22086,21536,22481,24572,19797,7694,10164,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,11148,12061,12515,11891,11815,12240,11554,11427,8774,..,..,..,..,11147,10453,10011,10466,12098,12403,12518,13601,13857,15318,15285,13443,6118,6296,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,6202,..,..,..,..,6260,6069,5892,8483,8194,7900,7316,8486,7679,7163,9287,6354,1506,3868,
