0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,,Other not classified,Other not classified,Thousands,,,..,..,..,..,..,..,374,321,185,325,277,306,340,252,227,274,..,..,..,553,710,820,859,1061,694,272,265,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,Total,Total,,Thousands,1/ 2/,VF,..,..,..,..,..,..,7432,7457,7627,..,..,..,..,..,..,..,19405,20011,18803,19945,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Personal,Personal,Thousands,,,..,..,..,..,..,..,4651,5043,5109,..,..,..,..,..,..,..,16565,16555,15441,16754,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Business and professional,Business and professional,Thousands,,,..,..,..,..,..,..,2781,2414,2518,..,..,..,..,..,..,..,2840,3456,3362,3191,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,Total,Total,,Thousands,2/ 5/,VF,..,..,..,..,..,..,7436,7458,..,..,..,..,..,..,..,..,19404,20011,18804,19945,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Air,,Thousands,,,..,..,..,..,..,..,3083,2700,..,..,..,..,..,..,..,..,3689,4662,4509,4503,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Water,Water,Thousands,,,..,..,..,..,..,..,2221,2558,..,..,..,..,..,..,..,..,7019,7630,7036,7032,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Land,Land,Thousands,,,..,..,..,..,..,..,2132,2200,..,..,..,..,..,..,..,..,8696,7719,7259,8410,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,Accommodation,Accommodation,Accommodation,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Guests,Guests,Thousands,,,2310,2376,2388,2573,2595,3828,4108,4276,4268,4676,4883,4729,5224,4555,4899,5183,5222,5146,5229,5660,6482,6782,7054,7440,7616,1957,2990,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Overnights,Overnights,Thousands,,,7861,7701,7659,8029,8601,8654,9133,9768,9715,10991,11256,12155,12768,12495,12330,12803,12881,12775,12890,13748,15175,15594,16191,17327,17522,5180,7274,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,Hotels and similar establishments,Hotels and similar establishments,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Guests,Guests,Thousands,6/,,1995,2091,2143,2304,2320,2465,2586,2577,2552,2610,2736,2867,2993,2944,3043,3282,3370,3360,3469,3768,4240,4489,4754,5056,4966,1418,1871,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,,Overnights,Overnights,Thousands,6/,,3694,3930,4051,4409,4516,4679,4927,4868,4833,5061,5382,5606,5842,5830,6087,6363,6532,6650,6875,7421,8401,8843,9335,10016,9871,3143,4044,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,Tourism expenditure in the country,US$ Millions,,IMF,4390,4534,4025,4997,4943,4825,5200,5671,6548,7686,7628,9714,11889,11732,9769,10674,..,..,..,..,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,Travel,Travel,,US$ Millions,,IMF,3471,3686,3600,4188,4132,4064,4253,4710,5304,6198,6554,8375,10216,9996,7807,8336,10209,10104,9166,9231,8374,9129,10019,9973,9173,4347,6032,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,919,848,425,809,811,761,947,961,1244,1488,1074,1339,1673,1736,1962,2338,..,..,..,..,..,..,..,..,..,..,..,"1/ 2001-2003:  data according to IBIS-Survey (Incoming Visitors to Sweden) during the years  2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish  Tourist Authority and Statistics Sweden.  2/ Data for 2011-2014 according to new national border survey (IBIS,  Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new  border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and  Regional Growth.  3/ 1995-1999: camping excluding.  4/ Data for 2011-2013 according to  new national border survey (IBIS, Incoming Visitors to Sweden). Source:  Swedish Agency for Economic and Regional Growth. No data collected in  2014-2019.  5/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden)  during the years 2001 to 2003, (no data collected before 2001 or after 2003).  Source: Swedish Tourist Authority and Statistics Sweden.  6/ Hotels only."
SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arrivals,Arrivals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,Total arrivals,Total arrivals,Total arrivals,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,1/,TCE,6946,6730,7039,7185,7154,7821,7455,6868,6530,..,7229,7863,8448,8608,8294,8628,8534,8566,8967,9158,9305,10402,11133,11715,11818,3690,4390,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,,"of which, cruise passengers",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,Arrivals by region,Arrivals by region,Arrivals by region,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,Total,Total,,Thousands,1/,TCE,6946,6730,7039,7185,7155,7821,7455,6866,6530,..,7229,7862,8448,8608,8293,8629,8534,8566,8967,9158,9305,10402,11133,11715,11818,3690,4390,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Africa,Africa,Thousands,,,83,80,81,82,73,77,79,74,73,..,78,85,85,89,80,78,74,82,79,75,79,93,94,97,100,25,27,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Americas,Americas,Thousands,,,980,946,990,1074,1020,1199,1027,871,757,..,830,934,954,878,820,916,924,952,1004,1037,1096,1202,1361,1495,1616,247,374,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,East Asia and the Pacific,East Asia and the Pacific,Thousands,2/,,1008,1058,1027,880,924,1079,938,865,727,..,847,896,941,841,874,1074,1300,1491,1696,1847,2242,2908,3270,3414,3408,310,299,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Europe,Europe,Thousands,,,4785,4557,4847,5050,5030,5343,5277,4906,4821,..,5305,5747,6226,6521,6250,6237,5868,5612,5720,5676,5250,6199,6409,6709,6693,3108,3690,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Middle East,Middle East,Thousands,,,53,52,52,44,43,51,62,70,67,..,76,85,109,147,133,157,167,211,256,307,372,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,South Asia,South Asia,Thousands,,,37,37,42,55,65,72,72,80,85,..,93,115,132,132,136,166,201,218,213,217,266,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Other not classified,Other not classified,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,Total,Total,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Personal,Personal,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Business and professional,Business and professional,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,Total,Total,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Water,Water,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,,,Land,Land,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
,Accommodation,Accommodation,Accommodation,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2015:  hotels and similar establishments (including health establishments). From  2016 onwards: all collective tourism establishments.  2/ From 2016 onwards: including Middle East and South Asia.  3/ Including health establishments.
